bot_type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 4,6e314b83-30ac-4dd5-89c2-bd1543bf551a,0.4,"(19, 14)","(32, 10)","(13, 34)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6e314b83-30ac-4dd5-89c2-bd1543bf551a.png,8847
Bot 1,981f5de3-8551-469f-9396-2b6faa923d64,0.4,"(24, 27)","(19, 33)","(22, 31)",5,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/981f5de3-8551-469f-9396-2b6faa923d64.png,7588
Bot 2,c35014de-235b-4e1a-8a98-61bb0ae69c84,0.4,"(24, 27)","(19, 33)","(22, 31)",4,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c35014de-235b-4e1a-8a98-61bb0ae69c84.png,7588
Bot 3,0ce0e156-3562-46f0-85a9-0da2f0d1b3f8,0.4,"(24, 27)","(19, 33)","(22, 31)",8,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0ce0e156-3562-46f0-85a9-0da2f0d1b3f8.png,7588
Bot 4,c063515e-12db-4330-a9a3-b12fbd176d6e,0.4,"(24, 27)","(19, 33)","(22, 31)",8,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c063515e-12db-4330-a9a3-b12fbd176d6e.png,7588
Bot 1,2321d92f-80f9-488e-b969-e7c730d7b286,0.4,"(10, 35)","(21, 37)","(32, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2321d92f-80f9-488e-b969-e7c730d7b286.png,1067
Bot 2,9b0df8ed-787e-434e-b2b3-fc15b1bc8bde,0.4,"(10, 35)","(21, 37)","(32, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9b0df8ed-787e-434e-b2b3-fc15b1bc8bde.png,1067
Bot 3,346dced8-b077-44ed-a824-b52706ba5e39,0.4,"(10, 35)","(21, 37)","(32, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/346dced8-b077-44ed-a824-b52706ba5e39.png,1067
Bot 4,9a08c316-95da-40b5-8be8-fb423536b95f,0.4,"(10, 35)","(21, 37)","(32, 37)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9a08c316-95da-40b5-8be8-fb423536b95f.png,1067
Bot 1,1515d9ff-9a72-4b69-8233-f29aa5fe1198,0.4,"(16, 13)","(32, 20)","(21, 36)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1515d9ff-9a72-4b69-8233-f29aa5fe1198.png,3518
Bot 2,9c5c2734-c8b3-4f7a-a139-a03ab358de54,0.4,"(16, 13)","(32, 20)","(21, 36)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9c5c2734-c8b3-4f7a-a139-a03ab358de54.png,3518
Bot 3,91949520-5850-4720-8932-38e3ac1b60cc,0.4,"(16, 13)","(32, 20)","(21, 36)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/91949520-5850-4720-8932-38e3ac1b60cc.png,3518
Bot 4,b9a94acc-a4c2-47ea-8f83-4c3116fc0d89,0.4,"(16, 13)","(32, 20)","(21, 36)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b9a94acc-a4c2-47ea-8f83-4c3116fc0d89.png,3518
Bot 1,63e863a0-b193-4fb1-94f3-6b40d2baed82,0.4,"(9, 18)","(14, 2)","(14, 24)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/63e863a0-b193-4fb1-94f3-6b40d2baed82.png,5194
Bot 2,e3569ba8-a228-4276-adc1-b0719a8bdcd3,0.4,"(9, 18)","(14, 2)","(14, 24)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e3569ba8-a228-4276-adc1-b0719a8bdcd3.png,5194
Bot 3,76aa32a8-a7a3-4566-84b1-9b725accf59d,0.4,"(9, 18)","(14, 2)","(14, 24)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/76aa32a8-a7a3-4566-84b1-9b725accf59d.png,5194
Bot 4,cb416ca3-5547-4191-89c6-c421b76a17dc,0.4,"(9, 18)","(14, 2)","(14, 24)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/cb416ca3-5547-4191-89c6-c421b76a17dc.png,5194
Bot 1,cb4bea3f-df2c-46b7-9d55-dd0410d79112,0.4,"(29, 9)","(23, 33)","(37, 26)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/cb4bea3f-df2c-46b7-9d55-dd0410d79112.png,8012
Bot 2,2dc5c431-c3d5-4931-bf58-121211702633,0.4,"(29, 9)","(23, 33)","(37, 26)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2dc5c431-c3d5-4931-bf58-121211702633.png,8012
Bot 3,33ea5822-0ada-4894-85d4-f33759bfca81,0.4,"(29, 9)","(23, 33)","(37, 26)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/33ea5822-0ada-4894-85d4-f33759bfca81.png,8012
Bot 4,ee68e9fd-6a86-45ac-b439-8d3365808dab,0.4,"(29, 9)","(23, 33)","(37, 26)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ee68e9fd-6a86-45ac-b439-8d3365808dab.png,8012
Bot 1,4e082466-0288-46c0-9221-5dcea52c43dc,0.4,"(19, 9)","(11, 23)","(32, 33)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4e082466-0288-46c0-9221-5dcea52c43dc.png,8417
Bot 2,f520fde3-282a-4a4c-86a6-717d56d73c62,0.4,"(19, 9)","(11, 23)","(32, 33)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f520fde3-282a-4a4c-86a6-717d56d73c62.png,8417
Bot 3,9d5ea337-22ea-47c6-9988-3a57ac04c220,0.4,"(19, 9)","(11, 23)","(32, 33)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9d5ea337-22ea-47c6-9988-3a57ac04c220.png,8417
Bot 4,12d7baed-cebd-4f2c-ad1c-681bcac4f4f0,0.4,"(19, 9)","(11, 23)","(32, 33)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/12d7baed-cebd-4f2c-ad1c-681bcac4f4f0.png,8417
Bot 1,edb02d6b-57da-467e-9398-521d5ceb158c,0.4,"(30, 20)","(24, 28)","(28, 6)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/edb02d6b-57da-467e-9398-521d5ceb158c.png,2814
Bot 2,0e76404c-bc54-4340-abed-8b315eed7b62,0.4,"(30, 20)","(24, 28)","(28, 6)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0e76404c-bc54-4340-abed-8b315eed7b62.png,2814
Bot 3,f69e87a7-670a-421f-815d-b29c068515f7,0.4,"(30, 20)","(24, 28)","(28, 6)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f69e87a7-670a-421f-815d-b29c068515f7.png,2814
Bot 4,9b702746-8044-48b8-909f-6d7c0194b52d,0.4,"(30, 20)","(24, 28)","(28, 6)",20,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9b702746-8044-48b8-909f-6d7c0194b52d.png,2814
Bot 1,3080ee47-07c4-4f05-a002-ad1c76321452,0.4,"(38, 26)","(16, 3)","(12, 38)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3080ee47-07c4-4f05-a002-ad1c76321452.png,5577
Bot 2,4b6673c6-03d0-42d3-9204-d42ff82baf05,0.4,"(38, 26)","(16, 3)","(12, 38)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4b6673c6-03d0-42d3-9204-d42ff82baf05.png,5577
Bot 3,6fa04a9a-77b1-4016-b4e0-d996425dfa58,0.4,"(38, 26)","(16, 3)","(12, 38)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6fa04a9a-77b1-4016-b4e0-d996425dfa58.png,5577
Bot 4,081a1cd2-8797-43fe-b1da-0d9e4d66234f,0.4,"(38, 26)","(16, 3)","(12, 38)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/081a1cd2-8797-43fe-b1da-0d9e4d66234f.png,5577
Bot 1,4ed251a4-054a-4b4e-bc51-1384659593e2,0.45,"(15, 30)","(17, 20)","(22, 11)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4ed251a4-054a-4b4e-bc51-1384659593e2.png,5700
Bot 2,5b1a25a9-1de4-4ec5-98bf-09fe83e77a89,0.45,"(15, 30)","(17, 20)","(22, 11)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5b1a25a9-1de4-4ec5-98bf-09fe83e77a89.png,5700
Bot 3,300eafce-c3a8-4006-b715-8f261ce999f5,0.45,"(15, 30)","(17, 20)","(22, 11)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/300eafce-c3a8-4006-b715-8f261ce999f5.png,5700
Bot 4,3ccbd44e-1cea-4c02-b9dc-7d9dcce85da0,0.45,"(15, 30)","(17, 20)","(22, 11)",16,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3ccbd44e-1cea-4c02-b9dc-7d9dcce85da0.png,5700
Bot 1,50266b7f-881c-4802-bfbe-7acc2181bb3e,0.45,"(34, 33)","(4, 2)","(38, 34)",63,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/50266b7f-881c-4802-bfbe-7acc2181bb3e.png,6879
Bot 2,06c1ff24-a958-451c-806a-c1c4bed98a88,0.45,"(34, 33)","(4, 2)","(38, 34)",63,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/06c1ff24-a958-451c-806a-c1c4bed98a88.png,6879
Bot 3,00eeac40-451d-490b-96f2-b597d861ffbd,0.45,"(34, 33)","(4, 2)","(38, 34)",63,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/00eeac40-451d-490b-96f2-b597d861ffbd.png,6879
Bot 4,88ee23e0-95c0-4146-b527-5c33dbae767d,0.45,"(34, 33)","(4, 2)","(38, 34)",63,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/88ee23e0-95c0-4146-b527-5c33dbae767d.png,6879
Bot 1,4623037e-9a21-4bee-bc5b-ea991af95ae0,0.45,"(5, 2)","(3, 16)","(4, 31)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4623037e-9a21-4bee-bc5b-ea991af95ae0.png,1804
Bot 2,f79a22b9-af74-4e6e-ae63-3775119bbd05,0.45,"(5, 2)","(3, 16)","(4, 31)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f79a22b9-af74-4e6e-ae63-3775119bbd05.png,1804
Bot 3,a918c754-f2c5-4fd9-8f5d-72b8f65df3ba,0.45,"(5, 2)","(3, 16)","(4, 31)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a918c754-f2c5-4fd9-8f5d-72b8f65df3ba.png,1804
Bot 4,13ba7ab7-29c3-4adc-ae34-8155b9b1388f,0.45,"(5, 2)","(3, 16)","(4, 31)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/13ba7ab7-29c3-4adc-ae34-8155b9b1388f.png,1804
Bot 1,ac7e907a-f252-4484-b5c9-1da46f296776,0.45,"(16, 37)","(7, 2)","(29, 12)",46,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ac7e907a-f252-4484-b5c9-1da46f296776.png,8774
Bot 2,0074d14a-b0f3-41e4-bf54-cde06bf5d666,0.45,"(16, 37)","(7, 2)","(29, 12)",46,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0074d14a-b0f3-41e4-bf54-cde06bf5d666.png,8774
Bot 3,f911d5b6-fb45-4d7f-8640-5e137b2ec790,0.45,"(16, 37)","(7, 2)","(29, 12)",46,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f911d5b6-fb45-4d7f-8640-5e137b2ec790.png,8774
Bot 4,75b7d967-5d09-471d-a5b1-d4d4a57be291,0.45,"(16, 37)","(7, 2)","(29, 12)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/75b7d967-5d09-471d-a5b1-d4d4a57be291.png,8774
Bot 1,665b0a52-b50b-4853-a767-75774b056d23,0.45,"(19, 22)","(5, 13)","(23, 31)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/665b0a52-b50b-4853-a767-75774b056d23.png,1938
Bot 2,63976054-1d59-440c-97fa-ed8f263ba3b8,0.45,"(19, 22)","(5, 13)","(23, 31)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/63976054-1d59-440c-97fa-ed8f263ba3b8.png,1938
Bot 3,65798411-a46f-441a-bcf8-8b618456b3e2,0.45,"(19, 22)","(5, 13)","(23, 31)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/65798411-a46f-441a-bcf8-8b618456b3e2.png,1938
Bot 4,8ce26239-c77e-4806-8cce-59b84a7b0b49,0.45,"(19, 22)","(5, 13)","(23, 31)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8ce26239-c77e-4806-8cce-59b84a7b0b49.png,1938
Bot 1,5b728956-683f-4bac-9b94-f145164371f0,0.45,"(31, 7)","(28, 5)","(19, 6)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5b728956-683f-4bac-9b94-f145164371f0.png,9181
Bot 2,5719acd7-4337-42d4-ab07-cdedbb91351c,0.45,"(31, 7)","(28, 5)","(19, 6)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5719acd7-4337-42d4-ab07-cdedbb91351c.png,9181
Bot 3,cb32b7e0-d97d-49cc-a31e-824e7ca5d102,0.45,"(31, 7)","(28, 5)","(19, 6)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/cb32b7e0-d97d-49cc-a31e-824e7ca5d102.png,9181
Bot 4,a416a700-02e5-414c-8273-2d9c38d62cc7,0.45,"(31, 7)","(28, 5)","(19, 6)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a416a700-02e5-414c-8273-2d9c38d62cc7.png,9181
Bot 1,1c9e6bcf-1133-422e-a29e-20e71d9b03b4,0.45,"(24, 5)","(2, 9)","(32, 11)",28,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1c9e6bcf-1133-422e-a29e-20e71d9b03b4.png,8826
Bot 2,e1c290b5-5369-45a5-9556-40b90af91ec6,0.45,"(24, 5)","(2, 9)","(32, 11)",28,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e1c290b5-5369-45a5-9556-40b90af91ec6.png,8826
Bot 3,d031e1fb-95ef-42b2-a008-dc6a8b48d67e,0.45,"(24, 5)","(2, 9)","(32, 11)",28,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d031e1fb-95ef-42b2-a008-dc6a8b48d67e.png,8826
Bot 4,7475d4b2-02ee-49de-9071-1ab3b4c1a2b8,0.45,"(24, 5)","(2, 9)","(32, 11)",28,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7475d4b2-02ee-49de-9071-1ab3b4c1a2b8.png,8826
Bot 1,b9bc1211-3f06-428c-93f5-4b0289b9c0a4,0.45,"(8, 37)","(37, 29)","(23, 2)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b9bc1211-3f06-428c-93f5-4b0289b9c0a4.png,5880
Bot 2,65566df9-115f-4aed-955c-415d4f78b948,0.45,"(8, 37)","(37, 29)","(23, 2)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/65566df9-115f-4aed-955c-415d4f78b948.png,5880
Bot 3,cc3478f6-cc0a-41a9-867f-4b0bdbbaf5bc,0.45,"(8, 37)","(37, 29)","(23, 2)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/cc3478f6-cc0a-41a9-867f-4b0bdbbaf5bc.png,5880
Bot 4,dce18076-3457-49dc-b1c7-7cb1611a6cc2,0.45,"(8, 37)","(37, 29)","(23, 2)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dce18076-3457-49dc-b1c7-7cb1611a6cc2.png,5880
Bot 1,81b1178e-6ff9-48e9-b02a-615cf09b08bf,0.45,"(36, 15)","(3, 3)","(4, 8)",19,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/81b1178e-6ff9-48e9-b02a-615cf09b08bf.png,7050
Bot 2,6da86b00-3993-4aba-a471-4d287fbb44ff,0.45,"(36, 15)","(3, 3)","(4, 8)",4,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6da86b00-3993-4aba-a471-4d287fbb44ff.png,7050
Bot 3,543ac5ed-88cb-4a6f-a621-331e563e5230,0.45,"(36, 15)","(3, 3)","(4, 8)",5,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/543ac5ed-88cb-4a6f-a621-331e563e5230.png,7050
Bot 4,0f7adeb3-2fe2-45dc-ac6a-143064e405a1,0.45,"(36, 15)","(3, 3)","(4, 8)",13,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0f7adeb3-2fe2-45dc-ac6a-143064e405a1.png,7050
Bot 1,c4828da4-112d-4fc5-857e-bb86f1200d0e,0.45,"(15, 18)","(20, 13)","(35, 9)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c4828da4-112d-4fc5-857e-bb86f1200d0e.png,8642
Bot 2,6d95a170-83d5-4bc9-a931-f246c565bcf5,0.45,"(15, 18)","(20, 13)","(35, 9)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6d95a170-83d5-4bc9-a931-f246c565bcf5.png,8642
Bot 3,a1ad9148-c1c3-4619-9d40-715ce3054259,0.45,"(15, 18)","(20, 13)","(35, 9)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a1ad9148-c1c3-4619-9d40-715ce3054259.png,8642
Bot 4,c02a0986-2be6-4da1-b9a6-1ce07fdebca2,0.45,"(15, 18)","(20, 13)","(35, 9)",10,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c02a0986-2be6-4da1-b9a6-1ce07fdebca2.png,8642
Bot 1,d5905c7f-bcfd-4b8e-9108-40f7d4eb9838,0.5,"(15, 33)","(1, 19)","(21, 37)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d5905c7f-bcfd-4b8e-9108-40f7d4eb9838.png,3973
Bot 2,fd6057b9-9860-40fd-938c-a03f6b3ecf9d,0.5,"(15, 33)","(1, 19)","(21, 37)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fd6057b9-9860-40fd-938c-a03f6b3ecf9d.png,3973
Bot 3,c5807923-4bbc-4037-84b6-310e1cfb2c76,0.5,"(15, 33)","(1, 19)","(21, 37)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c5807923-4bbc-4037-84b6-310e1cfb2c76.png,3973
Bot 4,2d36a2c9-c836-443d-baf6-8f0356f698c4,0.5,"(15, 33)","(1, 19)","(21, 37)",30,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2d36a2c9-c836-443d-baf6-8f0356f698c4.png,3973
Bot 1,76c3d256-3416-4926-bdae-7ae4184bdeff,0.5,"(18, 9)","(8, 8)","(6, 3)",11,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/76c3d256-3416-4926-bdae-7ae4184bdeff.png,9153
Bot 2,059f7d3c-26d3-4776-adbf-46e63781bd87,0.5,"(18, 9)","(8, 8)","(6, 3)",14,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/059f7d3c-26d3-4776-adbf-46e63781bd87.png,9153
Bot 3,02e53554-cf26-4e03-aaac-5d7344959852,0.5,"(18, 9)","(8, 8)","(6, 3)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/02e53554-cf26-4e03-aaac-5d7344959852.png,9153
Bot 4,3a3d77fc-aab3-4442-9784-6d9aba61937e,0.5,"(18, 9)","(8, 8)","(6, 3)",11,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3a3d77fc-aab3-4442-9784-6d9aba61937e.png,9153
Bot 1,d231c866-f075-49d7-b325-bafcf7c5334b,0.5,"(21, 15)","(20, 37)","(16, 8)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d231c866-f075-49d7-b325-bafcf7c5334b.png,1349
Bot 2,4f85c066-6491-4d33-94d9-857543cfbeb2,0.5,"(21, 15)","(20, 37)","(16, 8)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4f85c066-6491-4d33-94d9-857543cfbeb2.png,1349
Bot 3,429106c0-3bce-49b7-8f59-798dd3a19031,0.5,"(21, 15)","(20, 37)","(16, 8)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/429106c0-3bce-49b7-8f59-798dd3a19031.png,1349
Bot 4,0cfb8221-b123-4936-a3f1-0bf4c4d28dd3,0.5,"(21, 15)","(20, 37)","(16, 8)",37,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0cfb8221-b123-4936-a3f1-0bf4c4d28dd3.png,1349
Bot 1,b64413da-18cf-481d-a022-6e49dd90e829,0.5,"(19, 26)","(20, 28)","(35, 32)",3,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b64413da-18cf-481d-a022-6e49dd90e829.png,5098
Bot 2,eaca0c25-9958-4e46-b6b2-5f1cb72468d7,0.5,"(19, 26)","(20, 28)","(35, 32)",3,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/eaca0c25-9958-4e46-b6b2-5f1cb72468d7.png,5098
Bot 3,3171ea15-e119-479a-8b82-7ec0302ca706,0.5,"(19, 26)","(20, 28)","(35, 32)",3,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3171ea15-e119-479a-8b82-7ec0302ca706.png,5098
Bot 4,9f742a68-67d8-411b-a7a2-1bc8cbc32cdf,0.5,"(19, 26)","(20, 28)","(35, 32)",3,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9f742a68-67d8-411b-a7a2-1bc8cbc32cdf.png,5098
Bot 1,54d79253-a357-4051-9722-8d46b7cce33e,0.5,"(10, 24)","(26, 1)","(36, 9)",28,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/54d79253-a357-4051-9722-8d46b7cce33e.png,3069
Bot 2,dd3e39bb-0c6e-4797-a549-acebd189b5b4,0.5,"(10, 24)","(26, 1)","(36, 9)",24,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dd3e39bb-0c6e-4797-a549-acebd189b5b4.png,3069
Bot 3,9dccc6a5-b5d8-4e7c-b38e-8ae9f3c7e8a6,0.5,"(10, 24)","(26, 1)","(36, 9)",31,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9dccc6a5-b5d8-4e7c-b38e-8ae9f3c7e8a6.png,3069
Bot 4,73f3609e-4fd9-47ef-8039-3b0a65cf338e,0.5,"(10, 24)","(26, 1)","(36, 9)",27,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/73f3609e-4fd9-47ef-8039-3b0a65cf338e.png,3069
Bot 1,302883af-501f-43db-ab8e-089d58b5cee5,0.5,"(23, 11)","(28, 36)","(11, 37)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/302883af-501f-43db-ab8e-089d58b5cee5.png,9707
Bot 2,c1806c6f-d41b-44f8-b899-dd317cde2a94,0.5,"(23, 11)","(28, 36)","(11, 37)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c1806c6f-d41b-44f8-b899-dd317cde2a94.png,9707
Bot 3,021412e5-d7a3-44ff-a6ba-defe94e3a4d8,0.5,"(23, 11)","(28, 36)","(11, 37)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/021412e5-d7a3-44ff-a6ba-defe94e3a4d8.png,9707
Bot 4,29616542-e50b-4428-ae81-12bf31875303,0.5,"(23, 11)","(28, 36)","(11, 37)",36,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/29616542-e50b-4428-ae81-12bf31875303.png,9707
Bot 1,9f17b872-15ca-4d8f-a400-e5161eb5732a,0.5,"(1, 1)","(23, 37)","(22, 14)",41,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9f17b872-15ca-4d8f-a400-e5161eb5732a.png,6960
Bot 2,1ca419ee-c816-4d98-93dc-20f3cb2cb68f,0.5,"(1, 1)","(23, 37)","(22, 14)",33,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1ca419ee-c816-4d98-93dc-20f3cb2cb68f.png,6960
Bot 3,a9124783-a2aa-4f3d-9593-09feff729730,0.5,"(1, 1)","(23, 37)","(22, 14)",42,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a9124783-a2aa-4f3d-9593-09feff729730.png,6960
Bot 4,5d08640c-0352-4ded-ad67-088989dd55d3,0.5,"(1, 1)","(23, 37)","(22, 14)",58,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5d08640c-0352-4ded-ad67-088989dd55d3.png,6960
Bot 1,723d826c-dc94-419b-be21-42b87e917a52,0.5,"(10, 22)","(38, 10)","(14, 19)",4,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/723d826c-dc94-419b-be21-42b87e917a52.png,4914
Bot 2,749a230a-df6a-445b-9081-4c4b8de94839,0.5,"(10, 22)","(38, 10)","(14, 19)",12,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/749a230a-df6a-445b-9081-4c4b8de94839.png,4914
Bot 3,e7f5c1c8-79ca-4e9d-821e-386509d8d626,0.5,"(10, 22)","(38, 10)","(14, 19)",31,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e7f5c1c8-79ca-4e9d-821e-386509d8d626.png,4914
Bot 4,01004c18-d9d7-44f4-ad22-a3728ffe4a5a,0.5,"(10, 22)","(38, 10)","(14, 19)",13,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/01004c18-d9d7-44f4-ad22-a3728ffe4a5a.png,4914
Bot 1,d2fb75a6-907b-430e-9ff4-72957393dd21,0.5,"(33, 29)","(28, 24)","(28, 6)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d2fb75a6-907b-430e-9ff4-72957393dd21.png,8289
Bot 2,572b0d22-a351-4683-9bd7-bfb56b6f3f2f,0.5,"(33, 29)","(28, 24)","(28, 6)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/572b0d22-a351-4683-9bd7-bfb56b6f3f2f.png,8289
Bot 3,bb2e26bd-71c4-4829-b1e6-0f5befbca90d,0.5,"(33, 29)","(28, 24)","(28, 6)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bb2e26bd-71c4-4829-b1e6-0f5befbca90d.png,8289
Bot 4,847c85c0-6a27-4255-a755-d07cb4544cad,0.5,"(33, 29)","(28, 24)","(28, 6)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/847c85c0-6a27-4255-a755-d07cb4544cad.png,8289
Bot 1,05980a29-341b-4e1b-b749-d05e0d1e6a29,0.5,"(35, 21)","(35, 11)","(16, 29)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/05980a29-341b-4e1b-b749-d05e0d1e6a29.png,4611
