bot_type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 1,3968f2ae-8acc-4183-b916-f99c5b831363,0.65,"(27, 25)","(26, 20)","(13, 16)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3968f2ae-8acc-4183-b916-f99c5b831363.png,6167
Bot 2,a8855a70-dc35-4dd4-8d5e-7b0cb3dec7dc,0.65,"(27, 25)","(26, 20)","(13, 16)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a8855a70-dc35-4dd4-8d5e-7b0cb3dec7dc.png,6167
Bot 3,656378cd-9389-4fea-9df4-d257862645db,0.65,"(27, 25)","(26, 20)","(13, 16)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/656378cd-9389-4fea-9df4-d257862645db.png,6167
Bot 4,f9bc61b4-10b0-42f0-9e5f-934ac3145bc7,0.65,"(27, 25)","(26, 20)","(13, 16)",8,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f9bc61b4-10b0-42f0-9e5f-934ac3145bc7.png,6167
Bot 1,edbb0757-15b7-4056-a15b-60e72c364cd7,0.65,"(32, 4)","(13, 10)","(35, 13)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/edbb0757-15b7-4056-a15b-60e72c364cd7.png,8353
Bot 2,b9559208-d9bf-4d5a-af75-c6b4d76dbd0c,0.65,"(32, 4)","(13, 10)","(35, 13)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b9559208-d9bf-4d5a-af75-c6b4d76dbd0c.png,8353
Bot 3,73badc01-73d2-4733-a223-bbb333e77f60,0.65,"(32, 4)","(13, 10)","(35, 13)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/73badc01-73d2-4733-a223-bbb333e77f60.png,8353
Bot 4,fc86c8f1-8762-46c4-b3f3-9081710fc7c7,0.65,"(32, 4)","(13, 10)","(35, 13)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fc86c8f1-8762-46c4-b3f3-9081710fc7c7.png,8353
Bot 1,2a4cd30f-3de1-485d-a380-60ccc71208ed,0.65,"(28, 20)","(20, 1)","(24, 7)",11,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2a4cd30f-3de1-485d-a380-60ccc71208ed.png,6588
Bot 2,4840a050-ca86-4f7f-b963-6b88f103fb99,0.65,"(28, 20)","(20, 1)","(24, 7)",11,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4840a050-ca86-4f7f-b963-6b88f103fb99.png,6588
Bot 3,12d64735-d667-4070-ab0c-4cbb05b6bbc5,0.65,"(28, 20)","(20, 1)","(24, 7)",10,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/12d64735-d667-4070-ab0c-4cbb05b6bbc5.png,6588
Bot 4,1701e177-2991-4a8c-b88a-26a859dadb16,0.65,"(28, 20)","(20, 1)","(24, 7)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1701e177-2991-4a8c-b88a-26a859dadb16.png,6588
Bot 1,ec00790a-d54c-4e06-8a40-20531698aa12,0.65,"(1, 26)","(25, 6)","(5, 7)",19,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ec00790a-d54c-4e06-8a40-20531698aa12.png,4218
Bot 2,32eb5120-47fa-449a-b62a-414d5d3c0073,0.65,"(1, 26)","(25, 6)","(5, 7)",34,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/32eb5120-47fa-449a-b62a-414d5d3c0073.png,4218
Bot 3,421c184e-a93b-4392-917e-f33146fb1a8d,0.65,"(1, 26)","(25, 6)","(5, 7)",31,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/421c184e-a93b-4392-917e-f33146fb1a8d.png,4218
Bot 4,1b0b1a85-4249-49ba-a2b6-7c72c94313f1,0.65,"(1, 26)","(25, 6)","(5, 7)",32,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1b0b1a85-4249-49ba-a2b6-7c72c94313f1.png,4218
Bot 1,ec1bf869-37a6-4197-9b39-a9a8d699b98e,0.7000000000000001,"(25, 3)","(32, 25)","(35, 20)",8,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ec1bf869-37a6-4197-9b39-a9a8d699b98e.png,4073
Bot 2,53952bdc-ac84-4bb9-82b5-7bf7c4b5700c,0.7000000000000001,"(25, 3)","(32, 25)","(35, 20)",7,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/53952bdc-ac84-4bb9-82b5-7bf7c4b5700c.png,4073
Bot 3,ca5ea7e1-7cdc-417a-881c-1b559828cddd,0.7000000000000001,"(25, 3)","(32, 25)","(35, 20)",10,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ca5ea7e1-7cdc-417a-881c-1b559828cddd.png,4073
Bot 4,902616a7-120f-46ce-9575-84afe1b0941d,0.7000000000000001,"(25, 3)","(32, 25)","(35, 20)",10,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/902616a7-120f-46ce-9575-84afe1b0941d.png,4073
Bot 1,e5c65880-84e6-4aba-8e20-6ffcb9afe46b,0.7000000000000001,"(17, 20)","(6, 38)","(36, 15)",39,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e5c65880-84e6-4aba-8e20-6ffcb9afe46b.png,9490
Bot 2,780700a3-5ff3-44ed-9621-29f4458cf35a,0.7000000000000001,"(17, 20)","(6, 38)","(36, 15)",39,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/780700a3-5ff3-44ed-9621-29f4458cf35a.png,9490
Bot 3,20955eef-3eb3-45b3-9391-027ea90d17f0,0.7000000000000001,"(17, 20)","(6, 38)","(36, 15)",39,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/20955eef-3eb3-45b3-9391-027ea90d17f0.png,9490
Bot 4,a4bc9d45-b69e-4327-96fa-69929f4b9dc5,0.7000000000000001,"(17, 20)","(6, 38)","(36, 15)",39,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a4bc9d45-b69e-4327-96fa-69929f4b9dc5.png,9490
Bot 1,6870ee9c-e8a5-413a-bdb9-14f73b2c5d2e,0.7000000000000001,"(36, 14)","(17, 36)","(12, 33)",8,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6870ee9c-e8a5-413a-bdb9-14f73b2c5d2e.png,7347
Bot 2,9c3a076e-e238-4cd0-8a81-52f65f690d4f,0.7000000000000001,"(36, 14)","(17, 36)","(12, 33)",7,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9c3a076e-e238-4cd0-8a81-52f65f690d4f.png,7347
Bot 3,ad4030d9-f639-4d02-863f-20ba4c1fcc79,0.7000000000000001,"(36, 14)","(17, 36)","(12, 33)",9,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ad4030d9-f639-4d02-863f-20ba4c1fcc79.png,7347
Bot 4,61705fc3-394b-4f54-9ae4-3906f3d913a3,0.7000000000000001,"(36, 14)","(17, 36)","(12, 33)",9,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/61705fc3-394b-4f54-9ae4-3906f3d913a3.png,7347
Bot 1,2f0fbd27-2e65-4be8-82ea-c945f313373b,0.7000000000000001,"(37, 35)","(2, 17)","(25, 7)",26,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2f0fbd27-2e65-4be8-82ea-c945f313373b.png,3565
Bot 2,ae4205fb-bbbf-4e12-a7eb-499a924e988e,0.7000000000000001,"(37, 35)","(2, 17)","(25, 7)",31,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ae4205fb-bbbf-4e12-a7eb-499a924e988e.png,3565
Bot 3,9a9e396d-4f07-4d59-9226-731a3dd7b905,0.7000000000000001,"(37, 35)","(2, 17)","(25, 7)",27,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9a9e396d-4f07-4d59-9226-731a3dd7b905.png,3565
Bot 4,1ed3b57e-f9e4-4a17-a953-75bde58c8d59,0.7000000000000001,"(37, 35)","(2, 17)","(25, 7)",41,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1ed3b57e-f9e4-4a17-a953-75bde58c8d59.png,3565
Bot 1,1ce65250-5036-4a1d-af1c-8a3816f9f30e,0.7000000000000001,"(1, 27)","(28, 16)","(33, 34)",31,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1ce65250-5036-4a1d-af1c-8a3816f9f30e.png,193
Bot 2,ec640010-e9ed-4749-a504-78d39cb51503,0.7000000000000001,"(1, 27)","(28, 16)","(33, 34)",33,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ec640010-e9ed-4749-a504-78d39cb51503.png,193
Bot 3,c54ddc5d-712b-4bd4-860c-64e5b8236106,0.7000000000000001,"(1, 27)","(28, 16)","(33, 34)",31,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c54ddc5d-712b-4bd4-860c-64e5b8236106.png,193
Bot 4,83dd1ee5-e787-47cd-9e35-c1079b43d3de,0.7000000000000001,"(1, 27)","(28, 16)","(33, 34)",39,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/83dd1ee5-e787-47cd-9e35-c1079b43d3de.png,193
Bot 1,b3d58567-2048-433b-9dd1-35524f0108ac,0.7000000000000001,"(30, 16)","(38, 29)","(21, 3)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b3d58567-2048-433b-9dd1-35524f0108ac.png,5384
Bot 2,321dea7b-fd05-460a-9215-38dce1e5bf62,0.7000000000000001,"(30, 16)","(38, 29)","(21, 3)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/321dea7b-fd05-460a-9215-38dce1e5bf62.png,5384
Bot 3,a775afde-5e40-4510-9dba-0f4554028aae,0.7000000000000001,"(30, 16)","(38, 29)","(21, 3)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a775afde-5e40-4510-9dba-0f4554028aae.png,5384
Bot 4,f7192a2c-3551-4176-a9c3-503bc614aebe,0.7000000000000001,"(30, 16)","(38, 29)","(21, 3)",23,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f7192a2c-3551-4176-a9c3-503bc614aebe.png,5384
Bot 1,1a9628c5-c788-46f4-b733-50cd641197e4,0.7000000000000001,"(35, 9)","(19, 12)","(14, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1a9628c5-c788-46f4-b733-50cd641197e4.png,478
Bot 2,e91035ac-951b-4bc6-8269-22d186f70e6d,0.7000000000000001,"(35, 9)","(19, 12)","(14, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e91035ac-951b-4bc6-8269-22d186f70e6d.png,478
Bot 3,835af8f4-ccee-4904-8339-719e25a6910f,0.7000000000000001,"(35, 9)","(19, 12)","(14, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/835af8f4-ccee-4904-8339-719e25a6910f.png,478
Bot 4,20c47c1c-9222-421e-b289-a6e05633870f,0.7000000000000001,"(35, 9)","(19, 12)","(14, 34)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/20c47c1c-9222-421e-b289-a6e05633870f.png,478
Bot 1,69a40078-bcbc-480b-8f5f-437a53eed52b,0.7000000000000001,"(35, 18)","(4, 8)","(9, 14)",11,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/69a40078-bcbc-480b-8f5f-437a53eed52b.png,2766
Bot 2,47053df7-6fc6-4266-aee9-a6a7e50e7333,0.7000000000000001,"(35, 18)","(4, 8)","(9, 14)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/47053df7-6fc6-4266-aee9-a6a7e50e7333.png,2766
Bot 3,5faa9390-5a69-4225-9953-5e6a052dec79,0.7000000000000001,"(35, 18)","(4, 8)","(9, 14)",11,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5faa9390-5a69-4225-9953-5e6a052dec79.png,2766
Bot 4,c59981c6-6095-4256-a8dd-9a991cc94339,0.7000000000000001,"(35, 18)","(4, 8)","(9, 14)",13,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c59981c6-6095-4256-a8dd-9a991cc94339.png,2766
Bot 1,8289901b-59ba-4d3c-af22-8991932ce504,0.7000000000000001,"(26, 3)","(30, 4)","(23, 14)",5,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8289901b-59ba-4d3c-af22-8991932ce504.png,1535
Bot 2,d5c9d4ca-29c3-44ae-9531-0c48c79ad682,0.7000000000000001,"(26, 3)","(30, 4)","(23, 14)",5,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d5c9d4ca-29c3-44ae-9531-0c48c79ad682.png,1535
Bot 3,33715eb2-db32-43dd-a7cc-58481105d3d4,0.7000000000000001,"(26, 3)","(30, 4)","(23, 14)",5,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/33715eb2-db32-43dd-a7cc-58481105d3d4.png,1535
Bot 4,db052d68-094c-429c-9d68-f8ffe1bfce6d,0.7000000000000001,"(26, 3)","(30, 4)","(23, 14)",5,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/db052d68-094c-429c-9d68-f8ffe1bfce6d.png,1535
Bot 1,d4ec939b-adba-4683-afb8-9c6e76854b96,0.7000000000000001,"(34, 6)","(4, 31)","(12, 31)",13,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d4ec939b-adba-4683-afb8-9c6e76854b96.png,9004
Bot 2,d7523c68-1371-42b2-8df8-dd65f8160416,0.7000000000000001,"(34, 6)","(4, 31)","(12, 31)",16,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d7523c68-1371-42b2-8df8-dd65f8160416.png,9004
Bot 3,12cc3bd7-b77b-4fd7-8bc0-e2b86c60eeeb,0.7000000000000001,"(34, 6)","(4, 31)","(12, 31)",16,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/12cc3bd7-b77b-4fd7-8bc0-e2b86c60eeeb.png,9004
Bot 4,fd248fb2-0c3b-4eac-8b7a-3fb988b3ec47,0.7000000000000001,"(34, 6)","(4, 31)","(12, 31)",13,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fd248fb2-0c3b-4eac-8b7a-3fb988b3ec47.png,9004
Bot 1,64b7875e-63b7-4475-8892-a4fbf7e8e88a,0.75,"(4, 35)","(35, 28)","(11, 1)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/64b7875e-63b7-4475-8892-a4fbf7e8e88a.png,4913
Bot 2,67f55169-1e74-45a4-aea6-6b08ceee2776,0.75,"(4, 35)","(35, 28)","(11, 1)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/67f55169-1e74-45a4-aea6-6b08ceee2776.png,4913
Bot 3,0b598bcd-600a-4cc2-b807-4ee97a6d689c,0.75,"(4, 35)","(35, 28)","(11, 1)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0b598bcd-600a-4cc2-b807-4ee97a6d689c.png,4913
Bot 4,a08e54cd-2ac4-48f7-838e-724d3e9f5171,0.75,"(4, 35)","(35, 28)","(11, 1)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a08e54cd-2ac4-48f7-838e-724d3e9f5171.png,4913
Bot 1,09070ef1-89db-49df-836d-bb670c7b34f8,0.75,"(7, 15)","(32, 28)","(8, 18)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/09070ef1-89db-49df-836d-bb670c7b34f8.png,1322
Bot 2,908c8731-25d6-4056-8c3e-657c3825a5a6,0.75,"(7, 15)","(32, 28)","(8, 18)",40,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/908c8731-25d6-4056-8c3e-657c3825a5a6.png,1322
Bot 3,fe609609-e114-418b-bfa5-585b61e6596c,0.75,"(7, 15)","(32, 28)","(8, 18)",18,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fe609609-e114-418b-bfa5-585b61e6596c.png,1322
Bot 4,25e5582a-fb24-416f-a642-a092593baa64,0.75,"(7, 15)","(32, 28)","(8, 18)",42,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/25e5582a-fb24-416f-a642-a092593baa64.png,1322
Bot 1,e51a16ec-2cdd-4c9e-a1ab-29cef9581d09,0.75,"(36, 13)","(16, 24)","(31, 5)",35,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e51a16ec-2cdd-4c9e-a1ab-29cef9581d09.png,1657
Bot 2,977d9984-cdcb-42df-89cd-50a901c3f0f2,0.75,"(36, 13)","(16, 24)","(31, 5)",35,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/977d9984-cdcb-42df-89cd-50a901c3f0f2.png,1657
Bot 3,284285a5-2c4a-4275-894f-160a1c459c5a,0.75,"(36, 13)","(16, 24)","(31, 5)",35,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/284285a5-2c4a-4275-894f-160a1c459c5a.png,1657
Bot 4,b1ca327b-0f07-4184-ae28-51714478f1e0,0.75,"(36, 13)","(16, 24)","(31, 5)",35,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b1ca327b-0f07-4184-ae28-51714478f1e0.png,1657
Bot 1,24ddea8a-929a-4574-b0fc-8257d1941c85,0.75,"(26, 3)","(3, 24)","(10, 2)",26,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/24ddea8a-929a-4574-b0fc-8257d1941c85.png,2654
Bot 2,8cea2794-6e9f-4f15-8602-9f21b4167632,0.75,"(26, 3)","(3, 24)","(10, 2)",23,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8cea2794-6e9f-4f15-8602-9f21b4167632.png,2654
Bot 3,c4e66563-b6f9-4d39-bf19-8b0f20a95f38,0.75,"(26, 3)","(3, 24)","(10, 2)",35,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c4e66563-b6f9-4d39-bf19-8b0f20a95f38.png,2654
Bot 4,28fc8767-ee5d-4c6f-86ec-8a4e73b395c3,0.75,"(26, 3)","(3, 24)","(10, 2)",34,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/28fc8767-ee5d-4c6f-86ec-8a4e73b395c3.png,2654
Bot 1,176a2327-d781-43f8-a4f7-e4080d10e866,0.75,"(26, 32)","(8, 3)","(37, 21)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/176a2327-d781-43f8-a4f7-e4080d10e866.png,4376
Bot 2,6a3ddb0f-41c7-4f90-ba0c-38536deef74e,0.75,"(26, 32)","(8, 3)","(37, 21)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/6a3ddb0f-41c7-4f90-ba0c-38536deef74e.png,4376
Bot 3,8c0da2da-5231-44af-b99e-dc344c396c06,0.75,"(26, 32)","(8, 3)","(37, 21)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8c0da2da-5231-44af-b99e-dc344c396c06.png,4376
Bot 4,5f6be2fa-bae9-4e64-b3a3-727accccecc4,0.75,"(26, 32)","(8, 3)","(37, 21)",49,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5f6be2fa-bae9-4e64-b3a3-727accccecc4.png,4376
Bot 1,2921ac9f-90dc-4d11-ac43-1af3a89249ef,0.75,"(34, 18)","(1, 15)","(34, 1)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2921ac9f-90dc-4d11-ac43-1af3a89249ef.png,5508
Bot 2,2b0dd961-a60c-467a-a94b-b99ae5cefe6d,0.75,"(34, 18)","(1, 15)","(34, 1)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2b0dd961-a60c-467a-a94b-b99ae5cefe6d.png,5508
Bot 3,b1f49df6-8660-4026-9cea-4aff1278a9f2,0.75,"(34, 18)","(1, 15)","(34, 1)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b1f49df6-8660-4026-9cea-4aff1278a9f2.png,5508
Bot 4,3aaf3cc5-c389-411f-8ed9-a423b362cab6,0.75,"(34, 18)","(1, 15)","(34, 1)",48,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3aaf3cc5-c389-411f-8ed9-a423b362cab6.png,5508
Bot 1,9cf211a6-24a7-428a-b9cb-d23cbad57290,0.75,"(2, 33)","(22, 34)","(7, 35)",3,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9cf211a6-24a7-428a-b9cb-d23cbad57290.png,9394
Bot 2,c48acaa8-b55a-49e3-aafb-d2fbd396cbbc,0.75,"(2, 33)","(22, 34)","(7, 35)",19,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c48acaa8-b55a-49e3-aafb-d2fbd396cbbc.png,9394
Bot 3,e749c803-1404-47a6-a578-359ee7e5eafd,0.75,"(2, 33)","(22, 34)","(7, 35)",28,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e749c803-1404-47a6-a578-359ee7e5eafd.png,9394
Bot 4,1a7f540b-6b74-4cd6-a01d-04ecd0410eb6,0.75,"(2, 33)","(22, 34)","(7, 35)",28,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1a7f540b-6b74-4cd6-a01d-04ecd0410eb6.png,9394
Bot 1,568d92f5-62d5-4205-89d4-9d07b9980883,0.75,"(1, 20)","(14, 26)","(29, 36)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/568d92f5-62d5-4205-89d4-9d07b9980883.png,5567
Bot 2,fddec8f1-06c2-4cf9-8150-7bf72a40b19b,0.75,"(1, 20)","(14, 26)","(29, 36)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fddec8f1-06c2-4cf9-8150-7bf72a40b19b.png,5567
Bot 3,d347af8d-4d70-496e-9e30-58b5dc41b58a,0.75,"(1, 20)","(14, 26)","(29, 36)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d347af8d-4d70-496e-9e30-58b5dc41b58a.png,5567
Bot 4,433a734f-f1f4-47b0-ba0c-eeabc5a7ef47,0.75,"(1, 20)","(14, 26)","(29, 36)",31,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/433a734f-f1f4-47b0-ba0c-eeabc5a7ef47.png,5567
Bot 1,bd0279d0-c824-4049-a66e-a589c44aea45,0.75,"(22, 29)","(38, 10)","(27, 18)",9,Bot ran into fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bd0279d0-c824-4049-a66e-a589c44aea45.png,3719
Bot 2,eb11d850-3837-49e9-98d0-96f431a77be1,0.75,"(22, 29)","(38, 10)","(27, 18)",16,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/eb11d850-3837-49e9-98d0-96f431a77be1.png,3719
Bot 3,23aea951-2208-41fd-aa19-4f8c9949aab4,0.75,"(22, 29)","(38, 10)","(27, 18)",19,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/23aea951-2208-41fd-aa19-4f8c9949aab4.png,3719
Bot 4,209ffaae-7176-4f70-bf47-d497e301cdce,0.75,"(22, 29)","(38, 10)","(27, 18)",19,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/209ffaae-7176-4f70-bf47-d497e301cdce.png,3719
Bot 1,8913b49d-beae-48f2-8ccd-95ad3cf8ac5d,0.75,"(15, 34)","(13, 26)","(4, 21)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8913b49d-beae-48f2-8ccd-95ad3cf8ac5d.png,7501
Bot 2,1f6f95f3-cd4f-4176-85cb-a503dae1a938,0.75,"(15, 34)","(13, 26)","(4, 21)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1f6f95f3-cd4f-4176-85cb-a503dae1a938.png,7501
Bot 3,3d9ad005-0537-4b14-947d-ccc42e3571c0,0.75,"(15, 34)","(13, 26)","(4, 21)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3d9ad005-0537-4b14-947d-ccc42e3571c0.png,7501
Bot 4,4d0fa584-df19-478d-a7e6-464fd98497ac,0.75,"(15, 34)","(13, 26)","(4, 21)",12,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4d0fa584-df19-478d-a7e6-464fd98497ac.png,7501
Bot 1,88bf431b-f4a2-4a8b-bd3c-eb4999ede8fb,0.8,"(2, 23)","(18, 19)","(27, 31)",21,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/88bf431b-f4a2-4a8b-bd3c-eb4999ede8fb.png,3404
Bot 2,2c5bf949-6f46-4b7c-b9e0-dcb4d9057f8e,0.8,"(2, 23)","(18, 19)","(27, 31)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2c5bf949-6f46-4b7c-b9e0-dcb4d9057f8e.png,3404
Bot 3,e2e8b6fe-5ead-409e-95ad-3d3afb58cb9b,0.8,"(2, 23)","(18, 19)","(27, 31)",21,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e2e8b6fe-5ead-409e-95ad-3d3afb58cb9b.png,3404
Bot 4,ee4f9f0f-1af8-483d-8860-735e424959cb,0.8,"(2, 23)","(18, 19)","(27, 31)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ee4f9f0f-1af8-483d-8860-735e424959cb.png,3404
Bot 1,fa199ffa-ce2c-4f4a-a302-551609084802,0.8,"(20, 12)","(16, 1)","(31, 38)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fa199ffa-ce2c-4f4a-a302-551609084802.png,3021
Bot 2,ac48df0c-b398-4764-8754-4cd9cec93515,0.8,"(20, 12)","(16, 1)","(31, 38)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ac48df0c-b398-4764-8754-4cd9cec93515.png,3021
Bot 3,24f87981-ece2-4820-9332-8586939caf3c,0.8,"(20, 12)","(16, 1)","(31, 38)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/24f87981-ece2-4820-9332-8586939caf3c.png,3021
Bot 4,87efd935-69df-4773-9d0e-b1fd4bebfced,0.8,"(20, 12)","(16, 1)","(31, 38)",15,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/87efd935-69df-4773-9d0e-b1fd4bebfced.png,3021
Bot 1,259951ce-a90a-4738-a6ed-28815250e01a,0.8,"(18, 13)","(21, 25)","(5, 23)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/259951ce-a90a-4738-a6ed-28815250e01a.png,8918
Bot 2,59880169-b059-4ef3-bf2f-08144bc1b49f,0.8,"(18, 13)","(21, 25)","(5, 23)",24,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/59880169-b059-4ef3-bf2f-08144bc1b49f.png,8918
Bot 3,7b7b84f0-c60c-49dc-912f-da6746e51533,0.8,"(18, 13)","(21, 25)","(5, 23)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7b7b84f0-c60c-49dc-912f-da6746e51533.png,8918
