Bot Type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 2,eb3d0c62-62dc-4567-b1d3-ae9883b39434,0.8,"(24, 25)","(24, 30)","(2, 20)",9,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/eb3d0c62-62dc-4567-b1d3-ae9883b39434.png,1029
Bot 3,5ecbab12-7545-4df1-90ed-abb6d1c354f9,0.8,"(24, 25)","(24, 30)","(2, 20)",9,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5ecbab12-7545-4df1-90ed-abb6d1c354f9.png,1029
Bot 4,80ab136d-289f-46d9-870e-731be75e73bb,0.8,"(24, 25)","(24, 30)","(2, 20)",9,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/80ab136d-289f-46d9-870e-731be75e73bb.png,1029
Bot 1,31d13e80-dc5d-4d3b-bf16-6d8e943fd9cd,0.8,"(21, 22)","(5, 10)","(10, 1)",22,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/31d13e80-dc5d-4d3b-bf16-6d8e943fd9cd.png,75378
Bot 2,30f7efcf-a078-4b45-80e4-2817633c0987,0.8,"(21, 22)","(5, 10)","(10, 1)",20,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/30f7efcf-a078-4b45-80e4-2817633c0987.png,75378
Bot 3,c75a7ac5-7d4b-4213-bc58-196048a6a8ef,0.8,"(21, 22)","(5, 10)","(10, 1)",20,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c75a7ac5-7d4b-4213-bc58-196048a6a8ef.png,75378
Bot 4,5dee9b49-e12a-43e0-aceb-99e547a79b82,0.8,"(21, 22)","(5, 10)","(10, 1)",23,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5dee9b49-e12a-43e0-aceb-99e547a79b82.png,75378
Bot 1,04f32ac4-364e-4d1b-bfc5-dc7a3e35766f,0.8,"(2, 23)","(37, 23)","(3, 22)",0,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/04f32ac4-364e-4d1b-bfc5-dc7a3e35766f.png,57602
Bot 2,50bccc3b-f8e0-4580-9035-826affd5d381,0.8,"(2, 23)","(37, 23)","(3, 22)",5,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/50bccc3b-f8e0-4580-9035-826affd5d381.png,57602
Bot 3,e8251931-35c7-4f54-b3ca-c4bf27832f6f,0.8,"(2, 23)","(37, 23)","(3, 22)",16,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e8251931-35c7-4f54-b3ca-c4bf27832f6f.png,57602
Bot 4,468fcd9e-2f25-457a-aa7a-a13a32d3ee6a,0.8,"(2, 23)","(37, 23)","(3, 22)",11,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/468fcd9e-2f25-457a-aa7a-a13a32d3ee6a.png,57602
Bot 1,27de1267-9d2d-49d3-abab-45f8fdf276f7,0.8,"(10, 5)","(36, 25)","(15, 9)",4,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/27de1267-9d2d-49d3-abab-45f8fdf276f7.png,15817
Bot 2,eb8509da-8e87-4a8d-93da-a3402c03d1e0,0.8,"(10, 5)","(36, 25)","(15, 9)",5,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/eb8509da-8e87-4a8d-93da-a3402c03d1e0.png,15817
Bot 3,ba4436e2-fe7a-49be-91a7-6e8e64d17beb,0.8,"(10, 5)","(36, 25)","(15, 9)",11,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ba4436e2-fe7a-49be-91a7-6e8e64d17beb.png,15817
Bot 4,284fbaad-f9da-4123-bb1f-04e3c00f3856,0.8,"(10, 5)","(36, 25)","(15, 9)",25,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/284fbaad-f9da-4123-bb1f-04e3c00f3856.png,15817
Bot 1,316b523d-e3fe-4a47-8045-582e8a6e184a,0.8,"(32, 30)","(1, 14)","(14, 10)",24,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/316b523d-e3fe-4a47-8045-582e8a6e184a.png,92957
Bot 2,af523edb-10ef-4349-8291-4d897a4a1ab5,0.8,"(32, 30)","(1, 14)","(14, 10)",24,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/af523edb-10ef-4349-8291-4d897a4a1ab5.png,92957
Bot 3,1a0c7e44-dddb-4e02-935f-aa1a3b07794c,0.8,"(32, 30)","(1, 14)","(14, 10)",26,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1a0c7e44-dddb-4e02-935f-aa1a3b07794c.png,92957
Bot 4,f2ba78e2-af43-4b1f-bdf0-e576753a1b3a,0.8,"(32, 30)","(1, 14)","(14, 10)",25,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f2ba78e2-af43-4b1f-bdf0-e576753a1b3a.png,92957
Bot 1,0b94ada4-9868-4b86-972b-376d1d9da3dd,0.8,"(25, 11)","(35, 26)","(30, 8)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0b94ada4-9868-4b86-972b-376d1d9da3dd.png,75032
Bot 2,f57cb21c-6645-4c81-9e44-6dd649e6f6f8,0.8,"(25, 11)","(35, 26)","(30, 8)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f57cb21c-6645-4c81-9e44-6dd649e6f6f8.png,75032
Bot 3,57c33efb-d983-4e88-9706-7146bab0a468,0.8,"(25, 11)","(35, 26)","(30, 8)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/57c33efb-d983-4e88-9706-7146bab0a468.png,75032
Bot 4,14ffc94e-8a73-4496-bb05-c047d1423070,0.8,"(25, 11)","(35, 26)","(30, 8)",31,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/14ffc94e-8a73-4496-bb05-c047d1423070.png,75032
Bot 1,bbc854a9-7c95-4bfb-bd77-6643ae8f3daf,0.8,"(35, 34)","(32, 10)","(8, 2)",37,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bbc854a9-7c95-4bfb-bd77-6643ae8f3daf.png,74720
Bot 2,63c20bde-f28b-4169-8d7d-66b282378bd5,0.8,"(35, 34)","(32, 10)","(8, 2)",37,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/63c20bde-f28b-4169-8d7d-66b282378bd5.png,74720
Bot 3,532dba70-41f9-4f0e-a13d-9dad0a5a73e6,0.8,"(35, 34)","(32, 10)","(8, 2)",37,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/532dba70-41f9-4f0e-a13d-9dad0a5a73e6.png,74720
Bot 4,061be903-7277-4a9e-91b0-57ba3ab2b3a4,0.8,"(35, 34)","(32, 10)","(8, 2)",35,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/061be903-7277-4a9e-91b0-57ba3ab2b3a4.png,74720
Bot 1,8418ce94-a9cc-42b7-ae6c-707d3ab90cdd,0.8,"(5, 38)","(15, 11)","(19, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8418ce94-a9cc-42b7-ae6c-707d3ab90cdd.png,15366
Bot 2,ceb15e49-206b-4d96-8259-1d70388663b2,0.8,"(5, 38)","(15, 11)","(19, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ceb15e49-206b-4d96-8259-1d70388663b2.png,15366
Bot 3,5eb164c6-455e-4035-b346-9b9f5727a9d1,0.8,"(5, 38)","(15, 11)","(19, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5eb164c6-455e-4035-b346-9b9f5727a9d1.png,15366
Bot 4,29b66657-d117-4c4a-b298-1285a16e0055,0.8,"(5, 38)","(15, 11)","(19, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/29b66657-d117-4c4a-b298-1285a16e0055.png,15366
Bot 1,c9a2e806-762b-4343-871e-8277d64c55be,0.8,"(28, 33)","(19, 28)","(15, 11)",24,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c9a2e806-762b-4343-871e-8277d64c55be.png,34675
Bot 2,6b9ce70c-f40e-4712-8cc4-be26d4bad7d3,0.8,"(28, 33)","(19, 28)","(15, 11)",18,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6b9ce70c-f40e-4712-8cc4-be26d4bad7d3.png,34675
Bot 3,03c1a8d9-873a-4aa3-9421-46590f6b8902,0.8,"(28, 33)","(19, 28)","(15, 11)",19,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/03c1a8d9-873a-4aa3-9421-46590f6b8902.png,34675
Bot 4,990385b8-047d-4c9e-a651-581c5e1825fb,0.8,"(28, 33)","(19, 28)","(15, 11)",24,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/990385b8-047d-4c9e-a651-581c5e1825fb.png,34675
Bot 1,ecb18b27-8c53-4a9b-a4b4-b886463456eb,0.8,"(28, 26)","(33, 29)","(31, 31)",3,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ecb18b27-8c53-4a9b-a4b4-b886463456eb.png,84210
Bot 2,2d4f7806-b402-4f7b-85a5-eb0efa83a65e,0.8,"(28, 26)","(33, 29)","(31, 31)",3,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2d4f7806-b402-4f7b-85a5-eb0efa83a65e.png,84210
Bot 3,99731cc2-7031-4b00-962f-dad747248621,0.8,"(28, 26)","(33, 29)","(31, 31)",3,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/99731cc2-7031-4b00-962f-dad747248621.png,84210
Bot 4,bbe34625-b400-435b-ac6a-a9adfe2066c0,0.8,"(28, 26)","(33, 29)","(31, 31)",4,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bbe34625-b400-435b-ac6a-a9adfe2066c0.png,84210
Bot 1,b26ee38f-a8c9-419d-8ab0-3e0693aa899a,0.8500000000000001,"(23, 34)","(14, 4)","(13, 21)",14,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b26ee38f-a8c9-419d-8ab0-3e0693aa899a.png,71151
Bot 2,4c6eeafb-2dc6-4f36-a3cb-03a6939a2793,0.8500000000000001,"(23, 34)","(14, 4)","(13, 21)",20,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4c6eeafb-2dc6-4f36-a3cb-03a6939a2793.png,71151
Bot 3,9c85ef11-74c4-4bfe-851c-726ef865e3de,0.8500000000000001,"(23, 34)","(14, 4)","(13, 21)",19,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9c85ef11-74c4-4bfe-851c-726ef865e3de.png,71151
Bot 4,c88ff4aa-6e15-43dd-939c-83d900d9cb26,0.8500000000000001,"(23, 34)","(14, 4)","(13, 21)",16,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c88ff4aa-6e15-43dd-939c-83d900d9cb26.png,71151
Bot 1,cc275179-69ef-41c3-b308-ecf66a9c378c,0.8500000000000001,"(9, 28)","(31, 13)","(24, 25)",14,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cc275179-69ef-41c3-b308-ecf66a9c378c.png,28202
Bot 2,b551b0e9-788c-4f70-a743-99dd91bd91bc,0.8500000000000001,"(9, 28)","(31, 13)","(24, 25)",20,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b551b0e9-788c-4f70-a743-99dd91bd91bc.png,28202
Bot 3,bd161715-e0fa-4465-9d88-252a01bf22c5,0.8500000000000001,"(9, 28)","(31, 13)","(24, 25)",21,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bd161715-e0fa-4465-9d88-252a01bf22c5.png,28202
Bot 4,c1710ca7-60c8-416f-978d-504d786d4c59,0.8500000000000001,"(9, 28)","(31, 13)","(24, 25)",20,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c1710ca7-60c8-416f-978d-504d786d4c59.png,28202
Bot 1,73135f84-c31b-49d2-97d2-677fe4340f9b,0.8500000000000001,"(34, 19)","(36, 2)","(32, 25)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/73135f84-c31b-49d2-97d2-677fe4340f9b.png,68978
Bot 2,ccc1ea0d-f703-47ee-97a6-7e7be486391f,0.8500000000000001,"(34, 19)","(36, 2)","(32, 25)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ccc1ea0d-f703-47ee-97a6-7e7be486391f.png,68978
Bot 3,90d37541-fe4f-40bc-a585-9c64552e1f2f,0.8500000000000001,"(34, 19)","(36, 2)","(32, 25)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/90d37541-fe4f-40bc-a585-9c64552e1f2f.png,68978
Bot 4,9d1a63a4-7af6-48a8-a468-495e2ec0cc73,0.8500000000000001,"(34, 19)","(36, 2)","(32, 25)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9d1a63a4-7af6-48a8-a468-495e2ec0cc73.png,68978
Bot 1,47cafb4c-412d-448c-8b9a-356bd379f4a1,0.8500000000000001,"(14, 4)","(8, 35)","(17, 33)",10,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/47cafb4c-412d-448c-8b9a-356bd379f4a1.png,73298
Bot 2,8ddababb-cdcc-4344-926e-e4572f18b2a4,0.8500000000000001,"(14, 4)","(8, 35)","(17, 33)",12,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8ddababb-cdcc-4344-926e-e4572f18b2a4.png,73298
Bot 3,02f90c2e-3a07-422c-9344-02d267fd8b91,0.8500000000000001,"(14, 4)","(8, 35)","(17, 33)",11,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/02f90c2e-3a07-422c-9344-02d267fd8b91.png,73298
Bot 4,a9384347-c5c9-40eb-9b15-92af020fe584,0.8500000000000001,"(14, 4)","(8, 35)","(17, 33)",13,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a9384347-c5c9-40eb-9b15-92af020fe584.png,73298
Bot 1,363d8f64-f5fb-414e-8830-5ce0ee59b7c3,0.8500000000000001,"(18, 33)","(34, 23)","(24, 27)",6,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/363d8f64-f5fb-414e-8830-5ce0ee59b7c3.png,59889
Bot 2,ca7224dd-a836-452b-afb3-600a842b0def,0.8500000000000001,"(18, 33)","(34, 23)","(24, 27)",13,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ca7224dd-a836-452b-afb3-600a842b0def.png,59889
Bot 3,f027e391-21f4-4379-8c34-0ba13fedcb41,0.8500000000000001,"(18, 33)","(34, 23)","(24, 27)",15,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f027e391-21f4-4379-8c34-0ba13fedcb41.png,59889
Bot 4,6f73471a-064e-4c5f-8bf9-4a39f0873abc,0.8500000000000001,"(18, 33)","(34, 23)","(24, 27)",9,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6f73471a-064e-4c5f-8bf9-4a39f0873abc.png,59889
Bot 1,4d53b1e2-5181-4e54-bad6-51c411627499,0.8500000000000001,"(3, 11)","(34, 28)","(17, 9)",17,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4d53b1e2-5181-4e54-bad6-51c411627499.png,11028
Bot 2,05cd168e-abee-4547-9224-1e35e56f7cdd,0.8500000000000001,"(3, 11)","(34, 28)","(17, 9)",18,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/05cd168e-abee-4547-9224-1e35e56f7cdd.png,11028
Bot 3,4be15e56-7ac3-44b2-a7ea-dc2af348952c,0.8500000000000001,"(3, 11)","(34, 28)","(17, 9)",26,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4be15e56-7ac3-44b2-a7ea-dc2af348952c.png,11028
Bot 4,716a0f54-0fdc-4559-91e8-5ef20bc4d2e3,0.8500000000000001,"(3, 11)","(34, 28)","(17, 9)",33,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/716a0f54-0fdc-4559-91e8-5ef20bc4d2e3.png,11028
Bot 1,9e57d715-b8f6-4a44-be5c-1e20da8b45b9,0.8500000000000001,"(25, 26)","(18, 1)","(5, 3)",22,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9e57d715-b8f6-4a44-be5c-1e20da8b45b9.png,29411
Bot 2,ce374e59-99e8-4ec6-a18b-9bd1c53139a7,0.8500000000000001,"(25, 26)","(18, 1)","(5, 3)",21,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ce374e59-99e8-4ec6-a18b-9bd1c53139a7.png,29411
Bot 3,96c0b212-c944-4feb-9ad2-39a9515165fa,0.8500000000000001,"(25, 26)","(18, 1)","(5, 3)",24,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/96c0b212-c944-4feb-9ad2-39a9515165fa.png,29411
Bot 4,c3927405-856a-43c2-b115-e1b3b44d0ccc,0.8500000000000001,"(25, 26)","(18, 1)","(5, 3)",26,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c3927405-856a-43c2-b115-e1b3b44d0ccc.png,29411
Bot 1,31faa340-a49e-4bc1-b1fb-9e597f39b925,0.8500000000000001,"(11, 1)","(22, 14)","(27, 24)",19,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/31faa340-a49e-4bc1-b1fb-9e597f39b925.png,83226
Bot 2,0d9bdbad-8d26-4a9f-a7ff-e6d21977e7d7,0.8500000000000001,"(11, 1)","(22, 14)","(27, 24)",18,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0d9bdbad-8d26-4a9f-a7ff-e6d21977e7d7.png,83226
Bot 3,41109d53-3f25-44af-a261-041ade4047a2,0.8500000000000001,"(11, 1)","(22, 14)","(27, 24)",16,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/41109d53-3f25-44af-a261-041ade4047a2.png,83226
Bot 4,887c20dd-76b5-4626-8035-5af4dd320620,0.8500000000000001,"(11, 1)","(22, 14)","(27, 24)",16,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/887c20dd-76b5-4626-8035-5af4dd320620.png,83226
Bot 1,c0b5d10e-13ec-4219-b7b9-a51793da3042,0.8500000000000001,"(10, 9)","(31, 36)","(4, 11)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c0b5d10e-13ec-4219-b7b9-a51793da3042.png,96408
Bot 2,f41afa66-9ada-4f21-ae01-6ca1ab064447,0.8500000000000001,"(10, 9)","(31, 36)","(4, 11)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f41afa66-9ada-4f21-ae01-6ca1ab064447.png,96408
Bot 3,cbeae8dc-364b-4aee-ba5d-d9aac0b58629,0.8500000000000001,"(10, 9)","(31, 36)","(4, 11)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cbeae8dc-364b-4aee-ba5d-d9aac0b58629.png,96408
Bot 4,bf3159e9-b7b8-433c-b783-a0e069e433e0,0.8500000000000001,"(10, 9)","(31, 36)","(4, 11)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bf3159e9-b7b8-433c-b783-a0e069e433e0.png,96408
Bot 1,ad734e80-a57b-4540-89d9-bbb324abaa89,0.8500000000000001,"(12, 15)","(29, 15)","(32, 37)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ad734e80-a57b-4540-89d9-bbb324abaa89.png,26270
Bot 2,0526fb45-5e5a-4e27-92c5-e7d0281716f5,0.8500000000000001,"(12, 15)","(29, 15)","(32, 37)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0526fb45-5e5a-4e27-92c5-e7d0281716f5.png,26270
Bot 3,219948a6-aab2-4527-bfec-22ff76cbfeed,0.8500000000000001,"(12, 15)","(29, 15)","(32, 37)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/219948a6-aab2-4527-bfec-22ff76cbfeed.png,26270
Bot 4,e516a2df-5582-458e-843b-1099e304f6a7,0.8500000000000001,"(12, 15)","(29, 15)","(32, 37)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e516a2df-5582-458e-843b-1099e304f6a7.png,26270
Bot 1,a45da02d-1161-4874-9b6c-445f7573c94c,0.8500000000000001,"(30, 17)","(16, 3)","(27, 10)",11,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a45da02d-1161-4874-9b6c-445f7573c94c.png,41454
Bot 2,25ee417f-88f1-48a9-b6c9-69f6d8b8e633,0.8500000000000001,"(30, 17)","(16, 3)","(27, 10)",19,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/25ee417f-88f1-48a9-b6c9-69f6d8b8e633.png,41454
Bot 3,cc746cda-e439-4dc5-8630-24cf4a41c86c,0.8500000000000001,"(30, 17)","(16, 3)","(27, 10)",18,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cc746cda-e439-4dc5-8630-24cf4a41c86c.png,41454
Bot 4,724753b4-ae75-48f6-b332-cc21337aac80,0.8500000000000001,"(30, 17)","(16, 3)","(27, 10)",12,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/724753b4-ae75-48f6-b332-cc21337aac80.png,41454
Bot 1,fd86fa52-1690-4d83-8688-2617c90c5173,0.8500000000000001,"(38, 25)","(10, 24)","(10, 11)",22,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/fd86fa52-1690-4d83-8688-2617c90c5173.png,56978
Bot 2,d4972b27-ea18-4758-8d51-c1a69fb86018,0.8500000000000001,"(38, 25)","(10, 24)","(10, 11)",21,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d4972b27-ea18-4758-8d51-c1a69fb86018.png,56978
Bot 3,d8a3ae86-825d-4563-8e37-4cf3262d1732,0.8500000000000001,"(38, 25)","(10, 24)","(10, 11)",21,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d8a3ae86-825d-4563-8e37-4cf3262d1732.png,56978
Bot 4,3c0d6d79-e640-413d-8213-decd9f62ff73,0.8500000000000001,"(38, 25)","(10, 24)","(10, 11)",23,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3c0d6d79-e640-413d-8213-decd9f62ff73.png,56978
Bot 1,15016932-f778-479a-8ec0-6cfed746846a,0.8500000000000001,"(1, 29)","(7, 34)","(37, 8)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/15016932-f778-479a-8ec0-6cfed746846a.png,37411
Bot 2,6770be3f-c530-4098-9352-01d7d8c52ddb,0.8500000000000001,"(1, 29)","(7, 34)","(37, 8)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6770be3f-c530-4098-9352-01d7d8c52ddb.png,37411
Bot 3,c3b4bb11-abf2-49b2-b55c-5bb9ac9a1c34,0.8500000000000001,"(1, 29)","(7, 34)","(37, 8)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c3b4bb11-abf2-49b2-b55c-5bb9ac9a1c34.png,37411
Bot 4,dfaf28be-165c-4241-89f0-b8f258ef94dd,0.8500000000000001,"(1, 29)","(7, 34)","(37, 8)",11,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dfaf28be-165c-4241-89f0-b8f258ef94dd.png,37411
Bot 1,55ba9026-4efc-43f5-88e5-b42dc6a8d7a7,0.8500000000000001,"(28, 36)","(5, 3)","(27, 32)",5,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/55ba9026-4efc-43f5-88e5-b42dc6a8d7a7.png,35939
